driver_name,driverId,dob,nationality,dob_formatted,raceId,grid,results_position,positionText,positionOrder,total_results_points,results_laps,fastestLap,rank,race_time,results_fastestlaptime,fastestLapSpeed,statusId,status,year,round,circuitId,races_name,date,dstnd_points,dstnd_position,wins,driver_country,race_country,avg_lap_time,winner_name,win_ratio
Valtteri Bottas,822,8/28/1989,Finnish,1989,1025.0,4.0,2.0,2,2.0,18.0,53.0,50.0,3.0,5622821.0,01:36.3,218.58,1.0,Finished,2019,16.0,71.0,Russian Grand Prix,2019-09-29,249.0,2.0,2.0,Finland,Russia,106090.96226415095,N/A,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1026.0,3.0,1.0,1,1.0,25.0,52.0,49.0,4.0,4906755.0,01:31.9,227.571,1.0,Finished,2019,17.0,22.0,Japanese Grand Prix,2019-10-13,274.0,2.0,3.0,Finland,Japan,94360.67307692308,Valtteri Bottas,1.5
Valtteri Bottas,822,8/28/1989,Finnish,1989,1027.0,6.0,3.0,3,3.0,15.0,71.0,66.0,5.0,5812457.0,01:19.5,194.912,1.0,Finished,2019,18.0,32.0,Mexican Grand Prix,2019-10-27,289.0,2.0,3.0,Finland,Mexico,81865.59154929577,N/A,1.5
Valtteri Bottas,822,8/28/1989,Finnish,1989,1028.0,1.0,1.0,1,1.0,25.0,56.0,37.0,2.0,5635653.0,01:37.0,204.696,1.0,Finished,2019,19.0,69.0,United States Grand Prix,2019-11-03,314.0,2.0,4.0,Finland,United States,100636.66071428571,Valtteri Bottas,2.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1030.0,20.0,4.0,4,4.0,12.0,55.0,31.0,2.0,5690094.0,01:39.7,200.515,1.0,Finished,2019,21.0,24.0,Abu Dhabi Grand Prix,2019-12-01,326.0,2.0,4.0,Finland,United Arab Emirates,103456.25454545455,N/A,2.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1031.0,1.0,1.0,1,1.0,25.0,71.0,68.0,2.0,5455739.0,01:07.7,229.758,1.0,Finished,2020,1.0,70.0,Austrian Grand Prix,2020-07-05,25.0,1.0,1.0,Finland,Austria,76841.39436619719,Valtteri Bottas,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1032.0,4.0,2.0,2,2.0,18.0,71.0,62.0,7.0,4984402.0,01:07.5,230.177,1.0,Finished,2020,2.0,70.0,Styrian Grand Prix,2020-07-12,43.0,1.0,1.0,Finland,Austria,70202.84507042254,N/A,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1033.0,2.0,3.0,3,3.0,15.0,70.0,66.0,2.0,5781925.0,01:17.7,203.072,1.0,Finished,2020,3.0,11.0,Hungarian Grand Prix,2020-07-19,58.0,2.0,1.0,Finland,Hungary,82598.92857142857,N/A,0.5
Valtteri Bottas,822,8/28/1989,Finnish,1989,1034.0,2.0,11.0,11,11.0,0.0,52.0,41.0,4.0,5323450.0,01:29.3,237.58,1.0,Finished,2020,4.0,9.0,British Grand Prix,2020-08-02,58.0,2.0,1.0,Finland,United Kingdom,102374.03846153847,N/A,0.5
Valtteri Bottas,822,8/28/1989,Finnish,1989,1035.0,1.0,3.0,3,3.0,15.0,52.0,44.0,4.0,4801224.0,01:29.8,236.256,1.0,Finished,2020,5.0,9.0,70th Anniversary Grand Prix,2020-08-09,73.0,3.0,1.0,Finland,United Kingdom,92331.23076923077,N/A,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1036.0,2.0,3.0,3,3.0,16.0,66.0,66.0,1.0,5550031.0,01:18.2,214.343,1.0,Finished,2020,6.0,4.0,Spanish Grand Prix,2020-08-16,89.0,3.0,1.0,Finland,Spain,84091.37878787878,N/A,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1037.0,2.0,2.0,2,2.0,18.0,44.0,27.0,5.0,5057209.0,01:48.0,233.503,1.0,Finished,2020,7.0,13.0,Belgian Grand Prix,2020-08-30,107.0,3.0,1.0,Finland,Belgium,114936.56818181818,N/A,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1038.0,2.0,5.0,5,5.0,10.0,53.0,51.0,5.0,6433164.0,01:24.0,248.386,1.0,Finished,2020,8.0,14.0,Italian Grand Prix,2020-09-06,117.0,2.0,1.0,Finland,Italy,121380.45283018867,N/A,0.5
Valtteri Bottas,822,8/28/1989,Finnish,1989,1039.0,2.0,2.0,2,2.0,18.0,59.0,53.0,2.0,8379940.0,01:19.4,237.712,1.0,Finished,2020,9.0,76.0,Tuscan Grand Prix,2020-09-13,135.0,2.0,1.0,Finland,Italy,142032.88135593222,N/A,0.5
Valtteri Bottas,822,8/28/1989,Finnish,1989,1040.0,3.0,1.0,1,1.0,26.0,53.0,51.0,1.0,5640364.0,01:37.0,216.972,1.0,Finished,2020,10.0,71.0,Russian Grand Prix,2020-09-27,161.0,2.0,2.0,Finland,Russia,106421.96226415095,Valtteri Bottas,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1042.0,2.0,2.0,2,2.0,18.0,66.0,66.0,2.0,5422420.0,01:19.3,211.113,1.0,Finished,2020,12.0,75.0,Portuguese Grand Prix,2020-10-25,179.0,2.0,2.0,Finland,Portugal,82157.87878787878,N/A,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1043.0,1.0,2.0,2,2.0,18.0,63.0,63.0,2.0,5318213.0,01:15.9,232.831,1.0,Finished,2020,13.0,21.0,Emilia Romagna Grand Prix,2020-11-01,197.0,2.0,2.0,Finland,Italy,84416.07936507936,N/A,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1045.0,2.0,8.0,8,8.0,4.0,57.0,28.0,4.0,10807195.0,01:33.4,208.706,1.0,Finished,2020,15.0,3.0,Bahrain Grand Prix,2020-11-29,201.0,2.0,2.0,Finland,Bahrain,126442.01754385965,N/A,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1046.0,1.0,8.0,8,8.0,4.0,87.0,60.0,2.0,5490503.0,00:56.6,225.497,1.0,Finished,2020,16.0,3.0,Sakhir Grand Prix,2020-12-06,205.0,2.0,2.0,Finland,Bahrain,63109.22988505747,N/A,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1047.0,2.0,2.0,2,2.0,18.0,55.0,40.0,3.0,5804621.0,01:41.1,197.707,1.0,Finished,2020,17.0,24.0,Abu Dhabi Grand Prix,2020-12-13,223.0,2.0,2.0,Finland,United Arab Emirates,105538.56363636363,N/A,1.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1052.0,3.0,3.0,3,3.0,16.0,56.0,56.0,1.0,5561280.0,01:32.1,211.566,1.0,Finished,2021,1.0,3.0,Bahrain Grand Prix,2021-03-28,16.0,3.0,0.0,Finland,Bahrain,99308.57142857143,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1054.0,1.0,3.0,3,3.0,16.0,66.0,65.0,1.0,5704951.0,01:19.9,209.738,1.0,Finished,2021,3.0,75.0,Portuguese Grand Prix,2021-05-02,32.0,4.0,0.0,Finland,Portugal,86438.65151515152,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1055.0,3.0,3.0,3,3.0,15.0,66.0,65.0,2.0,5614290.0,01:19.4,211.884,1.0,Finished,2021,4.0,4.0,Spanish Grand Prix,2021-05-09,47.0,3.0,0.0,Finland,Spain,85065.0,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1057.0,10.0,12.0,12,12.0,0.0,51.0,43.0,12.0,8027674.0,01:45.7,204.521,1.0,Finished,2021,6.0,73.0,Azerbaijan Grand Prix,2021-06-06,47.0,6.0,0.0,Finland,Azerbaijan,157405.3725490196,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1058.0,5.0,3.0,3,3.0,15.0,71.0,43.0,5.0,4985832.0,01:08.6,226.537,1.0,Finished,2021,8.0,70.0,Styrian Grand Prix,2021-06-27,74.0,5.0,0.0,Finland,Austria,70222.98591549296,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1059.0,3.0,4.0,4,4.0,12.0,53.0,19.0,3.0,5260388.0,01:37.0,216.905,1.0,Finished,2021,7.0,34.0,French Grand Prix,2021-06-20,59.0,5.0,0.0,Finland,France,99252.60377358491,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1060.0,5.0,2.0,2,2.0,18.0,71.0,52.0,6.0,5052516.0,01:08.4,227.349,1.0,Finished,2021,9.0,70.0,Austrian Grand Prix,2021-07-04,92.0,5.0,0.0,Finland,Austria,71162.19718309859,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1061.0,3.0,3.0,3,3.0,15.0,52.0,45.0,4.0,7114409.0,01:30.5,234.275,1.0,Finished,2021,10.0,9.0,British Grand Prix,2021-07-18,108.0,4.0,0.0,Finland,United Kingdom,136815.5576923077,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1064.0,3.0,3.0,3,3.0,15.0,72.0,69.0,2.0,5461855.0,01:12.5,211.338,1.0,Finished,2021,13.0,39.0,Dutch Grand Prix,2021-09-05,123.0,3.0,0.0,Finland,Netherlands,75859.09722222222,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1065.0,19.0,3.0,3,3.0,15.0,53.0,34.0,2.0,4919286.0,01:24.8,245.85,1.0,Finished,2021,14.0,14.0,Italian Grand Prix,2021-09-12,141.0,3.0,0.0,Finland,Italy,92816.71698113208,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1066.0,16.0,5.0,5,5.0,10.0,53.0,31.0,3.0,5508534.0,01:38.2,214.352,1.0,Finished,2021,15.0,71.0,Russian Grand Prix,2021-09-26,151.0,3.0,0.0,Finland,Russia,103934.60377358491,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1067.0,1.0,1.0,1,1.0,26.0,58.0,58.0,1.0,5464103.0,01:30.4,212.5,1.0,Finished,2021,16.0,5.0,Turkish Grand Prix,2021-10-10,177.0,3.0,1.0,Finland,Turkey,94208.6724137931,Valtteri Bottas,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1069.0,9.0,6.0,6,6.0,8.0,56.0,41.0,6.0,5756680.0,01:40.1,198.176,1.0,Finished,2021,17.0,69.0,United States Grand Prix,2021-10-24,185.0,3.0,1.0,Finland,United States,102797.85714285714,N/A,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1071.0,1.0,3.0,3,3.0,15.0,71.0,49.0,4.0,5556427.0,01:12.5,213.887,1.0,Finished,2021,19.0,18.0,São Paulo Grand Prix,2021-11-14,203.0,3.0,1.0,Finland,Brazil,78259.5352112676,N/A,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1072.0,2.0,3.0,3,3.0,15.0,50.0,47.0,2.0,7602649.0,01:31.4,243.155,1.0,Finished,2021,21.0,77.0,Saudi Arabian Grand Prix,2021-12-05,218.0,3.0,1.0,Finland,Saudi Arabia,152052.98,N/A,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1073.0,6.0,6.0,6,6.0,8.0,58.0,51.0,5.0,5424808.0,01:26.9,218.871,1.0,Finished,2021,22.0,24.0,Abu Dhabi Grand Prix,2021-12-12,226.0,3.0,1.0,Finland,United Arab Emirates,93531.1724137931,N/A,0.3333333333333333
Valtteri Bottas,822,8/28/1989,Finnish,1989,1074.0,6.0,6.0,6,6.0,8.0,57.0,53.0,7.0,5869703.0,01:36.6,201.691,1.0,Finished,2022,1.0,3.0,Bahrain Grand Prix,2022-03-20,8.0,6.0,0.0,Finland,Bahrain,102977.24561403508,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1076.0,12.0,8.0,8,8.0,4.0,58.0,54.0,5.0,5334987.0,01:21.7,232.707,1.0,Finished,2022,3.0,1.0,Australian Grand Prix,2022-04-10,12.0,10.0,0.0,Finland,Australia,91982.53448275862,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1077.0,7.0,5.0,5,5.0,10.0,63.0,43.0,6.0,5571167.0,01:20.8,218.831,1.0,Finished,2022,4.0,21.0,Emilia Romagna Grand Prix,2022-04-24,24.0,8.0,0.0,Finland,Italy,88431.22222222222,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1078.0,5.0,7.0,7,7.0,6.0,57.0,56.0,10.0,5689331.0,01:33.2,209.083,1.0,Finished,2022,5.0,79.0,Miami Grand Prix,2022-05-08,30.0,8.0,0.0,Finland,United States,99812.82456140351,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1079.0,7.0,6.0,6,6.0,8.0,66.0,36.0,8.0,5900451.0,01:26.4,194.802,1.0,Finished,2022,6.0,4.0,Spanish Grand Prix,2022-05-22,38.0,8.0,0.0,Finland,Spain,89400.77272727272,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1080.0,12.0,9.0,9,9.0,2.0,64.0,57.0,14.0,7042790.0,01:17.6,154.809,1.0,Finished,2022,7.0,6.0,Monaco Grand Prix,2022-05-29,40.0,8.0,0.0,Finland,Monaco,115834.24074074074,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1091.0,15.0,11.0,11,11.0,0.0,59.0,52.0,13.0,7429082.0,01:51.9,162.937,1.0,Finished,2022,17.0,15.0,Singapore Grand Prix,2022-10-02,46.0,10.0,0.0,Finland,Singapore,125916.64406779662,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1092.0,12.0,15.0,15,15.0,0.0,28.0,11.0,14.0,10990500.0,01:47.8,193.889,1.0,Finished,2022,18.0,22.0,Japanese Grand Prix,2022-10-09,46.0,10.0,0.0,Finland,Japan,135375.0,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1095.0,14.0,9.0,9,9.0,2.0,71.0,62.0,14.0,5936596.0,01:15.5,205.432,1.0,Finished,2022,21.0,18.0,Brazilian Grand Prix,2022-11-13,49.0,10.0,0.0,Finland,Brazil,83614.02816901408,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1080.0,12.0,9.0,9,9.0,2.0,64.0,57.0,14.0,7042790.0,01:17.6,154.809,1.0,Finished,2022,7.0,6.0,Monaco Grand Prix,2022-05-29,40.0,8.0,0.0,Finland,Monaco,78774.1,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1082.0,11.0,7.0,7,7.0,6.0,70.0,64.0,8.0,5807004.0,01:17.0,203.864,1.0,Finished,2022,9.0,7.0,Canadian Grand Prix,2022-06-19,46.0,8.0,0.0,Finland,Canada,82957.2,N/A,0.0
Valtteri Bottas,822,8/28/1989,Finnish,1989,1085.0,11.0,14.0,14,14.0,0.0,53.0,52.0,6.0,5478778.0,01:38.0,214.685,1.0,Finished,2022,12.0,34.0,French Grand Prix,2022-07-24,46.0,9.0,0.0,Finland,France,103373.16981132075,N/A,0.0
Giedo van der Garde,823,4/25/1985,Dutch,1985,885.0,15.0,15.0,15,15.0,0.0,78.0,50.0,17.0,8334646.0,01:20.5,149.377,1.0,Finished,2013,6.0,6.0,Monaco Grand Prix,2013-05-26,0.0,22.0,0.0,Netherlands,Monaco,106854.43589743589,N/A,0.0
Giedo van der Garde,823,4/25/1985,Dutch,1985,887.0,22.0,18.0,18,18.0,0.0,52.0,50.0,21.0,5647215.0,01:38.7,214.821,1.0,Finished,2013,8.0,9.0,British Grand Prix,2013-06-30,0.0,22.0,0.0,Netherlands,United Kingdom,108600.28846153847,N/A,0.0
Giedo van der Garde,823,4/25/1985,Dutch,1985,894.0,20.0,15.0,15,15.0,0.0,55.0,55.0,18.0,6258202.0,01:44.4,193.667,1.0,Finished,2013,14.0,35.0,Korean Grand Prix,2013-10-06,0.0,21.0,0.0,Netherlands,South Korea,113785.4909090909,N/A,0.0
Jules Bianchi,824,8/3/1989,French,1989,887.0,19.0,16.0,16,16.0,0.0,52.0,51.0,19.0,5615553.0,01:38.0,216.452,1.0,Finished,2013,8.0,9.0,British Grand Prix,2013-06-30,0.0,19.0,0.0,France,United Kingdom,107991.40384615384,N/A,0.0
Jules Bianchi,824,8/3/1989,French,1989,894.0,22.0,16.0,16,16.0,0.0,55.0,54.0,20.0,6261671.0,01:45.0,192.53,1.0,Finished,2013,14.0,35.0,Korean Grand Prix,2013-10-06,0.0,19.0,0.0,France,South Korea,113848.56363636363,N/A,0.0
Jules Bianchi,824,8/3/1989,French,1989,913.0,19.0,16.0,16,16.0,0.0,60.0,47.0,14.0,7299338.0,01:53.5,160.598,1.0,Finished,2014,14.0,15.0,Singapore Grand Prix,2014-09-21,2.0,16.0,0.0,France,Singapore,121655.63333333333,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,900.0,4.0,2.0,2,2.0,18.0,57.0,49.0,6.0,5605487.0,01:33.1,205.131,1.0,Finished,2014,1.0,1.0,Australian Grand Prix,2014-03-16,18.0,2.0,0.0,Denmark,Australia,98341.87719298246,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,906.0,12.0,9.0,9,9.0,2.0,70.0,56.0,6.0,5982084.0,01:18.8,199.185,1.0,Finished,2014,7.0,7.0,Canadian Grand Prix,2014-06-08,23.0,9.0,0.0,Denmark,Canada,85458.34285714285,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,907.0,6.0,7.0,7,7.0,6.0,71.0,53.0,7.0,5307007.0,01:12.7,214.081,1.0,Finished,2014,8.0,70.0,Austrian Grand Prix,2014-06-22,29.0,10.0,0.0,Denmark,Austria,74746.57746478873,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,908.0,5.0,7.0,7,7.0,6.0,52.0,32.0,10.0,8874657.0,01:38.7,214.919,1.0,Finished,2014,9.0,9.0,British Grand Prix,2014-07-06,35.0,9.0,0.0,Denmark,United Kingdom,170666.48076923078,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,910.0,21.0,12.0,12,12.0,0.0,70.0,41.0,10.0,6863523.0,01:28.9,177.442,1.0,Finished,2014,11.0,11.0,Hungarian Grand Prix,2014-07-27,37.0,10.0,0.0,Denmark,Hungary,98050.32857142857,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,911.0,7.0,12.0,12,12.0,0.0,44.0,28.0,15.0,5150818.0,01:54.2,220.785,1.0,Finished,2014,12.0,13.0,Belgian Grand Prix,2014-08-24,37.0,11.0,0.0,Denmark,Belgium,116609.5,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,912.0,5.0,10.0,10,10.0,1.0,53.0,34.0,12.0,4816407.0,01:29.3,233.58,1.0,Finished,2014,13.0,14.0,Italian Grand Prix,2014-09-07,38.0,12.0,0.0,Denmark,Italy,90781.2641509434,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,913.0,9.0,10.0,10,10.0,1.0,60.0,48.0,2.0,7267025.0,01:51.6,163.33,1.0,Finished,2014,14.0,15.0,Singapore Grand Prix,2014-09-21,39.0,12.0,0.0,Denmark,Singapore,121117.08333333333,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,915.0,11.0,5.0,5,5.0,10.0,53.0,44.0,14.0,5564360.0,01:43.1,204.245,1.0,Finished,2014,16.0,71.0,Russian Grand Prix,2014-10-12,49.0,10.0,0.0,Denmark,Russia,104987.92452830188,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,916.0,7.0,8.0,8,8.0,4.0,56.0,29.0,14.0,6105467.0,01:44.3,190.309,1.0,Finished,2014,17.0,69.0,United States Grand Prix,2014-11-02,53.0,10.0,0.0,Denmark,United States,109026.19642857143,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,917.0,7.0,9.0,9,9.0,2.0,71.0,62.0,11.0,5472640.0,01:14.5,208.097,1.0,Finished,2014,18.0,18.0,Brazilian Grand Prix,2014-11-09,55.0,10.0,0.0,Denmark,Brazil,77079.43661971831,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,918.0,9.0,11.0,11,11.0,0.0,55.0,37.0,10.0,6032995.0,01:46.8,187.171,1.0,Finished,2014,19.0,24.0,Abu Dhabi Grand Prix,2014-11-23,55.0,11.0,0.0,Denmark,United Arab Emirates,109690.81818181818,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,948.0,14.0,12.0,12,12.0,0.0,57.0,45.0,10.0,6581171.0,01:32.5,206.494,1.0,Finished,2016,1.0,1.0,Australian Grand Prix,2016-03-20,0.0,12.0,0.0,Denmark,Australia,115459.14035087719,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,962.0,15.0,10.0,10,10.0,1.0,61.0,44.0,8.0,7068902.0,01:50.9,164.48,1.0,Finished,2016,15.0,15.0,Singapore Grand Prix,2016-09-18,7.0,16.0,0.0,Denmark,Singapore,115883.6393442623,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,967.0,18.0,14.0,14,14.0,0.0,71.0,69.0,7.0,10912890.0,01:26.5,179.284,1.0,Finished,2016,20.0,18.0,Brazilian Grand Prix,2016-11-13,7.0,16.0,0.0,Denmark,Brazil,153702.67605633804,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,974.0,11.0,10.0,10,10.0,1.0,78.0,44.0,7.0,6305783.0,01:16.3,157.42,1.0,Finished,2017,6.0,6.0,Monaco Grand Prix,2017-05-28,5.0,13.0,0.0,Denmark,Monaco,80843.3717948718,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,976.0,12.0,7.0,7,7.0,6.0,51.0,45.0,11.0,7477326.0,01:46.3,203.277,1.0,Finished,2017,8.0,73.0,Azerbaijan Grand Prix,2017-06-25,11.0,13.0,0.0,Denmark,Azerbaijan,146614.23529411765,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,980.0,12.0,15.0,15,15.0,0.0,44.0,36.0,9.0,5150082.0,01:49.1,231.057,1.0,Finished,2017,12.0,13.0,Belgian Grand Prix,2017-08-27,11.0,14.0,0.0,Denmark,Belgium,117047.31818181818,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,984.0,12.0,8.0,8,8.0,4.0,53.0,50.0,13.0,5340147.0,01:35.3,219.274,1.0,Finished,2017,16.0,22.0,Japanese Grand Prix,2017-10-08,15.0,14.0,0.0,Denmark,Japan,100757.49056603774,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,990.0,6.0,5.0,5,5.0,10.0,57.0,29.0,5.0,5596986.0,01:34.3,206.549,1.0,Finished,2018,2.0,3.0,Bahrain Grand Prix,2018-04-08,10.0,9.0,0.0,Denmark,Bahrain,98192.73684210527,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,991.0,11.0,10.0,10,10.0,1.0,56.0,54.0,14.0,5775974.0,01:38.2,199.93,1.0,Finished,2018,3.0,17.0,Chinese Grand Prix,2018-04-15,11.0,10.0,0.0,Denmark,China,103142.39285714286,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,992.0,15.0,13.0,13,13.0,0.0,51.0,35.0,16.0,6264954.0,01:48.2,199.813,1.0,Finished,2018,4.0,73.0,Azerbaijan Grand Prix,2018-04-29,11.0,12.0,0.0,Denmark,Azerbaijan,122646.1568627451,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,994.0,19.0,13.0,13,13.0,0.0,78.0,20.0,17.0,6249630.0,01:17.5,155.057,1.0,Finished,2018,6.0,6.0,Monaco Grand Prix,2018-05-27,19.0,10.0,0.0,Denmark,Monaco,80123.46153846153,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1001.0,9.0,8.0,8,8.0,4.0,44.0,36.0,5.0,5102115.0,01:47.9,233.602,1.0,Finished,2018,13.0,13.0,Belgian Grand Prix,2018-08-26,49.0,8.0,0.0,Denmark,Belgium,115957.15909090909,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1008.0,10.0,9.0,9,9.0,2.0,71.0,67.0,10.0,5281923.0,01:12.2,214.835,1.0,Finished,2018,20.0,18.0,Brazilian Grand Prix,2018-11-11,55.0,9.0,0.0,Denmark,Brazil,74393.28169014085,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1010.0,7.0,6.0,6,6.0,8.0,58.0,56.0,9.0,5214481.0,01:28.2,216.493,1.0,Finished,2019,1.0,1.0,Australian Grand Prix,2019-03-17,8.0,6.0,0.0,Denmark,Australia,89904.8448275862,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1014.0,8.0,7.0,7,7.0,6.0,66.0,66.0,9.0,5778602.0,01:20.8,207.478,1.0,Finished,2019,5.0,4.0,Spanish Grand Prix,2019-05-12,14.0,7.0,0.0,Denmark,Spain,87554.57575757576,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1020.0,12.0,8.0,8,8.0,4.0,64.0,62.0,5.0,6290040.0,01:17.5,212.45,1.0,Finished,2019,11.0,10.0,German Grand Prix,2019-07-28,18.0,13.0,0.0,Denmark,Germany,102960.2,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1037.0,20.0,17.0,17,17.0,0.0,44.0,37.0,7.0,5134301.0,01:48.1,233.287,1.0,Finished,2020,7.0,13.0,Belgian Grand Prix,2020-08-30,1.0,17.0,0.0,Denmark,Belgium,116688.65909090909,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1041.0,15.0,13.0,13,13.0,0.0,60.0,37.0,8.0,5799226.0,01:30.5,204.881,1.0,Finished,2020,11.0,20.0,Eifel Grand Prix,2020-10-11,1.0,19.0,0.0,Denmark,Germany,96653.76666666666,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1046.0,15.0,15.0,15,15.0,0.0,87.0,57.0,16.0,5507484.0,00:57.5,221.76,1.0,Finished,2020,16.0,3.0,Sakhir Grand Prix,2020-12-06,1.0,20.0,0.0,Denmark,Bahrain,63304.41379310345,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1091.0,9.0,12.0,12,12.0,0.0,59.0,59.0,14.0,7432848.0,01:52.1,162.641,1.0,Finished,2022,17.0,15.0,Singapore Grand Prix,2022-10-02,22.0,14.0,0.0,Denmark,Singapore,125980.47457627118,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1092.0,18.0,14.0,14,14.0,0.0,28.0,10.0,16.0,10990020.0,01:48.1,193.437,1.0,Finished,2022,18.0,22.0,Japanese Grand Prix,2022-10-09,22.0,14.0,0.0,Denmark,Japan,135357.85714285713,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,1093.0,13.0,9.0,9,9.0,2.0,56.0,36.0,11.0,6197521.0,01:42.2,194.184,1.0,Finished,2022,19.0,69.0,United States Grand Prix,2022-10-23,24.0,13.0,0.0,Denmark,United States,110670.01785714286,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,996.0,9.0,6.0,6,6.0,8.0,53.0,50.0,8.0,5490749.0,01:35.4,220.395,1.0,Finished,2018,8.0,34.0,French Grand Prix,2018-06-24,27.0,10.0,0.0,Denmark,France,103599.03773584905,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,998.0,7.0,9.0,9,9.0,2.0,52.0,48.0,12.0,5282972.0,01:33.6,226.567,1.0,Finished,2018,10.0,9.0,British Grand Prix,2018-07-08,39.0,9.0,0.0,Denmark,United Kingdom,101595.61538461539,N/A,0.0
Kevin Magnussen,825,10/5/1992,Danish,1992,999.0,5.0,11.0,11,11.0,0.0,67.0,66.0,10.0,5584764.0,01:17.7,211.93,1.0,Finished,2018,11.0,10.0,German Grand Prix,2018-07-22,39.0,9.0,0.0,Denmark,Germany,83354.68656716419,N/A,0.0
